"CS102001","REFNIS2001","SECTOR","COMMUNE"
"55022K244","55022","LAIT-BEURRE","LA LOUVIERE"
"55022K272","55022","HOUDENG-GOEGNIES - STATION","LA LOUVIERE"
"55022K2MJ","55022","LES BOIS FAMILLEUREUX","LA LOUVIERE"
"55022K311","55022","HOUPETTE","LA LOUVIERE"
"55022K382","55022","TRIEU A VALLEE","LA LOUVIERE"
"55022K39-","55022","BLANC PAIN","LA LOUVIERE"
"55022L10-","55022","CHAPELLE AUX PUITS","LA LOUVIERE"
"55022L1AA","55022","BOIS DE COURRIERE","LA LOUVIERE"
"55022L1PA","55022","GUE DE MIGNAULT","LA LOUVIERE"
"55022L1QP","55022","FIEFVET-MARAIS","LA LOUVIERE"
"55023A00-","55023","LESSINES-CENTRE","LESSINES"
"55023A011","55023","LESSINES - GARE","LESSINES"
"55023A02-","55023","LESSINES - ANCIEN ABATTOIR","LESSINES"
"55023A03-","55023","PORTE D'OGY - KENIMONT","LESSINES"
"55023A04-","55023","PORTE DE GRAMMONT","LESSINES"
"55023A052","55023","CHEMIN D'ATH","LESSINES"
"55023A072","55023","LESSINES - ZONE INDUSTRIELLE","LESSINES"
"55023A091","55023","LONGUE BORNE - LONG ROYON - ROBREUCQ","LESSINES"
"55023A10-","55023","HOURAING","LESSINES"
"55023A19-","55023","PETIT HAMEAU","LESSINES"
"55023A20-","55023","SAINT-ROCH","LESSINES"
"55023A21-","55023","SARTS ET MOUPLON","LESSINES"
"55023A27-","55023","CAILLOU HUBIN - BRONCHENNE","LESSINES"
"55023B00-","55023","DEUX-ACREN-CENTRE","LESSINES"
"55023B09-","55023","DENDRE OUEST","LESSINES"
"55023B19-","55023","BOURENG","LESSINES"
"55023B21-","55023","MARAIS","LESSINES"
"55023B29-","55023","REMINCOURT","LESSINES"
"55023B31-","55023","GLACENEE","LESSINES"
"55023B323","55023","LES SARTS","LESSINES"
"55023B372","55023","DEUX-ACREN - ZONE INDUSTRIELLE","LESSINES"
"55023B391","55023","DEUX-ACREN-HABITATIONS DISP.","LESSINES"
"55023C00-","55023","BOIS-DE-LESSINES-CENTRE","LESSINES"
"55023C012","55023","CALTIER","LESSINES"
"55023C091","55023","BOIS-DE-LESSINES - HABITATIONS DISPERSEES - EST CHATEAU","LESSINES"
"55023C172","55023","CAHO","LESSINES"
"55023C191","55023","LOGE - GAGES","LESSINES"
"55023D00-","55023","OLLIGNIES-CENTRE","LESSINES"
"55023D02-","55023","MAZENQUE","LESSINES"
"55023D03-","55023","LE PONT - LA MARAIS","LESSINES"
"55023D08-","55023","VERTE LOUCHE","LESSINES"
"55023D09-","55023","FLORBECQ","LESSINES"
"55023D18-","55023","HAMEAU D'EN HAUT","LESSINES"
"55023E00-","55023","PAPIGNIES-CENTRE","LESSINES"
"55023E0PP","55023","PAPIGNIES-HABITATIONS DISP.","LESSINES"
"55023E10-","55023","WANNEBECQ-CENTRE","LESSINES"
"55023E1PN","55023","WANNEBECQ-HABITATIONS DISP.","LESSINES"
"55023F00-","55023","OGY-CENTRE","LESSINES"
"55023F013","55023","LA BLANCHE","LESSINES"
"55023F082","55023","WARDOIS","LESSINES"
"55023F091","55023","REMENPONT","LESSINES"
"55023G00-","55023","GHOY-CENTRE","LESSINES"
"55023G09-","55023","GHOY-HABITATIONS DISPERSEES","LESSINES"
"5503510PQ","55035","LES CHAMPS FLEURIS","LE ROEULX"
"55035A00-","55035","LE ROEULX-CENTRE","LE ROEULX"
"55035A01-","55035","ROUTE D'HOUDENG","LE ROEULX"
"55035A022","55035","DREVE PETIT CHATEAU-MONTAUBAN","LE ROEULX"
"55035A08-","55035","FAUBOURG DE BINCHE","LE ROEULX"
"55035A091","55035","ROUGES TERRES - L'ENFER","LE ROEULX"
"55035A19-","55035","CHAMP DES VIVIERS","LE ROEULX"
"55035B000","55035","MIGNAULT - CENTRE","LE ROEULX"
"55035B080","55035","LES TRIS DE MIGNAULT-LES HUETS","LE ROEULX"
"55035B09-","55035","LALUE - BOIS DE COURRIERE","LE ROEULX"
"55035C00-","55035","THIEU-CENTRE","LE ROEULX"
"55035C010","55035","CITE ROLAND","LE ROEULX"
"55035C090","55035","CANAL-AUTOROUTE - HAB. DISP.","LE ROEULX"
"55035C19-","55035","TERRIL SAINT-HENRI","LE ROEULX"
"55035C29-","55035","SAVOIE - CHAUSSEE DE MONS","LE ROEULX"
"55035D00-","55035","VILLE-SUR-HAINE-CENTRE","LE ROEULX"
"55035D09-","55035","AUTOROUTE SUD - HAB. DISP.","LE ROEULX"
"55035D10-","55035","GOTTIGNIES","LE ROEULX"
"55035D19-","55035","GOTTIGNIES NORD - HAB. DISP.","LE ROEULX"
"55035D299","55035","LA HAINE - HAVRE VILLE STATION","LE ROEULX"
"5503910PQ","55039","BOIS DES VALISES","SILLY"
"55039A00-","55039","SILLY-CENTRE","SILLY"
"55039A003","55039","DR.DUBOIS","SILLY"
"55039A082","55039","HAMEAU D'EN HAUT","SILLY"
"55039A0PP","55039","SILLY-HABITATIONS DISPERSEES","SILLY"
"55039A10-","55039","SAINT-MARCOULT - CENTRE","SILLY"
"55039A19-","55039","SAINT-MARCOULT - HAB. DISP.","SILLY"
"55039A2PN","55039","GAMBREMONT - MAUVINAGE - BOIS DE SILLY","SILLY"
"55039B00-","55039","HELLEBECQ-CENTRE","SILLY"
"55039B01-","55039","STOKOI","SILLY"
"55039B082","55039","BEAUREGARD","SILLY"
"55039B091","55039","HELLEBECQ-HABITATIONS DISP.","SILLY"
"55039C00-","55039","BASSILLY-CENTRE","SILLY"
"55039C01-","55039","LA CAVEE","SILLY"
"55039C022","55039","BEGUINAGE","SILLY"
"55039C08-","55039","PETIT BRUXELLES - WARISSET","SILLY"
"55039C091","55039","HOUTAING","SILLY"
"55039C29-","55039","BOURLON","SILLY"
"55039D000","55039","HOVES-CENTRE","SILLY"
"55039D012","55039","MAIRE-BOIS","SILLY"
"55039D091","55039","HOVES-HABITATIONS DISPERSEES","SILLY"
"55039E00-","55039","GRATY-CENTRE","SILLY"
"55039E012","55039","CULOT DU BOIS","SILLY"
"55039E091","55039","GRATY-HABITATIONS DISPERSEES","SILLY"
"55039F00-","55039","THORICOURT-CENTRE","SILLY"
"55039F09-","55039","THORICOURT-HABITATIONS DISP.","SILLY"
"55039G09-","55039","FOULENG","SILLY"
"55039H000","55039","GONDREGNIES-CENTRE","SILLY"
"55039H09-","55039","GONDREGNIES-HABITATIONS DISP.","SILLY"
"55040A00-","55040","SOIGNIES-CENTRE","SOIGNIES"
"55040A01-","55040","SOIGNIES - GARE","SOIGNIES"
"55040A02-","55040","BASSIN DE NATATION - WALLONIE PETIT GRANIT","SOIGNIES"
"55040A030","55040","ZONE DU TOUR","SOIGNIES"
"55040A040","55040","SOIGNIES - HOPITAL - COLLEGE","SOIGNIES"
"55040A052","55040","MALADERIE-CERISIERS-LA TORTUE","SOIGNIES"
"55040A073","55040","LA GUELENNE - ZONE INDUSTR.","SOIGNIES"
"55040A091","55040","CALAIS - SPODIO - BIAMONT","SOIGNIES"
"55040A10-","55040","CARRIERES - 30 JUILLET","SOIGNIES"
"55040A110","55040","TROIS PLANCHES","SOIGNIES"
"55040A12-","55040","SAULCHOIS - PALTON","SOIGNIES"
"55040A132","55040","CHEMINS D'AULNEES-THEODOSIENS","SOIGNIES"
"55040A142","55040","PERLONJOUR - S.N.T.","SOIGNIES"
"55040A171","55040","CARRIERES DE PERLONJOUR - SAINT-VINCENT","SOIGNIES"
"55040A191","55040","COGNEBEAU - COULBERIE","SOIGNIES"
"55040B00-","55040","NAAST-CENTRE","SOIGNIES"
"55040B010","55040","LA HAUTE FOLIE","SOIGNIES"
"55040B022","55040","GLATIMONT - PRES MERCQ","SOIGNIES"
"55040B081","55040","LA PETITE HOLLANDE","SOIGNIES"
"55040B09-","55040","LA LOGE - HOLLANDE","SOIGNIES"
"55040B113","55040","RUE DE FLANDRE","SOIGNIES"
"55040C00-","55040","THIEUSIES-CENTRE","SOIGNIES"
"55040C08-","55040","LA SAISINNE","SOIGNIES"
"55040C09-","55040","LA MOTTE - SIRIEU","SOIGNIES"
"55040C190","55040","VALLEES","SOIGNIES"
"55040D001","55040","CASTEAU-CENTRE","SOIGNIES"
"55040D01-","55040","CASTEAU-CENTRE SUD","SOIGNIES"
"55040D022","55040","CASTEAU-CENTRE NORD","SOIGNIES"
"55040D091","55040","CASTEAU-HABITATIONS DISPERSEES","SOIGNIES"
"55040D112","55040","BOIS DE LA POUDRERIE","SOIGNIES"
"55040D182","55040","LES PETITS CHAMPS","SOIGNIES"
"55040D191","55040","LES BRUYERES","SOIGNIES"
"55040D29-","55040","L'EAUGRENEE","SOIGNIES"
"55040E00-","55040","NEUFVILLES-CENTRE","SOIGNIES"
"55040E01-","55040","CAULIER-BAJENRIEUXUX","SOIGNIES"
"55040E022","55040","GARNISTAU-RUE DE NEUFVILLES","SOIGNIES"
"55040E073","55040","CLIPOT","SOIGNIES"
"55040E081","55040","MOULIGNEAU","SOIGNIES"
"55040E09-","55040","HUBERMONT","SOIGNIES"
"55040E100","55040","NEUFVILLES - GARE - CAULIER","SOIGNIES"
"55040E190","55040","TINETTE - GRAND PONT","SOIGNIES"
"55040F00-","55040","CHAUSSEE-NOTRE-DAME-CENTRE","SOIGNIES"
"55040F090","55040","CHAUSSEE-NOTRE-DAME-HAB.DISP.","SOIGNIES"
"55040F10-","55040","LOUVIGNIES-CENTRE","SOIGNIES"
"55040F190","55040","LOUVIGNIES-HABITATIONS DISP.","SOIGNIES"
"55040G00-","55040","HORRUES-CENTRE","SOIGNIES"
"55040G012","55040","LA CROISETTE","SOIGNIES"
"55040G08-","55040","WILLAUPONT - VALET M0QUET - LONG PONT","SOIGNIES"
"55040G091","55040","LARGEPIED - CROISEAU","SOIGNIES"
"55040G19-","55040","BEAU REPAIRE - L'AIRE - FROIDE FONTAINE - JOLI BOIS","SOIGNIES"
"55040G29-","55040","LA SECREE","SOIGNIES"
"55050A00-","55050","ECAUSSINES-D'ENGHIEN-CENTRE","ECAUSSINNES"
"55050A01-","55050","LA FOLLIE","ECAUSSINNES"
"55050A02-","55050","QUARTIER CENTRAL","ECAUSSINNES"
"55050A03-","55050","CARRIERES","ECAUSSINNES"
"55050A042","55050","SAINT-ROCH","ECAUSSINNES"
"55050A081","55050","WAUGENEE","ECAUSSINNES"
"55050A09-","55050","TRIHEREE - DIMES","ECAUSSINNES"
"55050A10-","55050","THIARMONT","ECAUSSINNES"
"55050A11-","55050","BELLE TETE - RESTAUMONT","ECAUSSINNES"
"55050A19-","55050","LES CROISETTES","ECAUSSINNES"
"55050A28-","55050","L'AVEDELLE","ECAUSSINNES"
"55050A29-","55050","MALON - FONTAINE","ECAUSSINNES"
"55050A39-","55050","THRIBOUREAU - BAS RONGES","ECAUSSINNES"
"55050B001","55050","ECAUSSINES-LALAING","ECAUSSINNES"
"55050B012","55050","CITE FLEURS - RUE DES STATIONS","ECAUSSINNES"
"55050B072","55050","ZONE INDUSTRIELLE","ECAUSSINNES"
"55050B091","55050","HUBERSART","ECAUSSINNES"
"55050B190","55050","WATIAMONT - BOIS D'HORNUES","ECAUSSINNES"
"55050C00-","55050","MARCHE-LEZ-ECAUSSINES-CENTRE","ECAUSSINNES"
"55050C01-","55050","MARCHE-LEZ-ECAUSSINES - GARE","ECAUSSINNES"
"55050C070","55050","GHELLERIE - ZONE INDUSTRIELLE","ECAUSSINNES"
"55050C081","55050","DOUAIRE - LOUSSERIE","ECAUSSINNES"
"55050C09-","55050","BOULENG","ECAUSSINNES"
"55050C180","55050","COURRIERE-LEZ-VILLE","ECAUSSINNES"
"55050C212","55050","LA TARTARIE","ECAUSSINNES"
"56001A00-","56001","ANDERLUES-CENTRE","ANDERLUES"
"56001A01-","56001","CALVAIRE","ANDERLUES"
"56001A03-","56001","L'ARBIETTE","ANDERLUES"
"56001A04-","56001","LES TRIEUX","ANDERLUES"
"56001A052","56001","LE COQ","ANDERLUES"
"56001A091","56001","WARIMEZ","ANDERLUES"
"56001A0AJ","56001","GOGNIES ROUTE DE BINCHE","ANDERLUES"
"56001A10-","56001","BRUYERE-POLVEE","ANDERLUES"
"56001A111","56001","LES BRUYERES","ANDERLUES"
"56001A12-","56001","VANERIAU","ANDERLUES"
"56001A132","56001","BLANC TRIEUX","ANDERLUES"
"56001A19-","56001","ANSUELLE","ANDERLUES"
"56001A21-","56001","POINT DU JOUR","ANDERLUES"
"56001A300","56001","LALUE","ANDERLUES"
"56001A390","56001","NANNAN","ANDERLUES"
"56001A411","56001","EXTENSION SUD - ANCIENNE GARE","ANDERLUES"
"56001A422","56001","LE MARAIS","ANDERLUES"
"56005A00-","56005","BEAUMONT-CENTRE","BEAUMONT"
"56005A010","56005","INDUSTRIE - STATION - ATHENEE","BEAUMONT"
"56005A013","56005","VERS BARBENCON","BEAUMONT"
"56005A022","56005","LA PERCHE - CITE VERTE","BEAUMONT"
"56005A081","56005","BEAUMONT-HAB.DISPERSEES-SUD","BEAUMONT"
"56005A090","56005","BEAUMONT-HAB.DISPERSEES-NORD","BEAUMONT"
"56005A100","56005","LA GRAVELINE","BEAUMONT"
"56005A19-","56005","BEAUMONT-HAB.DISPERSEES-EST","BEAUMONT"
"56005B00-","56005","BARBENCON-CENTRE","BEAUMONT"
"56005B012","56005","LE DOMAINE","BEAUMONT"
"56005B083","56005","LA PLANCHETTE-JETTE-FEUILLE","BEAUMONT"
"56005B091","56005","BARBENCON-HAB.DISPERSEES-SUD","BEAUMONT"
"56005B191","56005","SEPTANE","BEAUMONT"
"56005C00-","56005","RENLIES-CENTRE","BEAUMONT"
"56005C012","56005","LES FOSSES","BEAUMONT"
"56005C083","56005","LA HAIE DES CHATS - CUQUEGNIES","BEAUMONT"
"56005C091","56005","BONIFAYT - LES CARRIERES - RENLIES - HAB .DISPERSEES","BEAUMONT"
"56005D00-","56005","SOLRE-SAINT-GERY-CENTRE","BEAUMONT"
"56005D063","56005","VILETTE-VIEUX MOULIN-GR. CHAMP","BEAUMONT"
"56005D082","56005","LES TRIS","BEAUMONT"
"56005D091","56005","SOLRE-SAINT-GERY - HAB. DISP.","BEAUMONT"
"56005D191","56005","L'ESCAILLE","BEAUMONT"
"56005D290","56005","BON AIR","BEAUMONT"
"56005E00-","56005","LEUGNIES-CENTRE","BEAUMONT"
"56005E062","56005","FOND DES GOUTTES","BEAUMONT"
"56005E091","56005","LEUGNIES - HABITATIONS DISP.","BEAUMONT"
"56005F002","56005","LEVAL-CHAUDEVILLE-CENTRE-NORD","BEAUMONT"
"56005F003","56005","LEVAL-CHAUDEVILLE-CENTRE-SUD","BEAUMONT"
"56005F010","56005","EGLISE","BEAUMONT"
"56005F062","56005","LA PLAQUETTE","BEAUMONT"
"56005F091","56005","RUISSEAU DE BEAUMONT SUD","BEAUMONT"
"56005F191","56005","GOULOT","BEAUMONT"
"56005G00-","56005","THIRIMONT-CENTRE","BEAUMONT"
"56005G01-","56005","TOMBOIS","BEAUMONT"
"56005G089","56005","THIRIMONT - HAB. DISP.-EST","BEAUMONT"
"56005G09-","56005","THIRIMONT - HAB. DISP.-OUEST","BEAUMONT"
"56005G19-","56005","MALAISE","BEAUMONT"
"56005H00-","56005","STREE-CENTRE","BEAUMONT"
"56005H01-","56005","STATION","BEAUMONT"
"56005H022","56005","PILO","BEAUMONT"
"56005H091","56005","STREE - HABITATIONS DISPERSEES","BEAUMONT"
"56005H11-","56005","MARZELLE","BEAUMONT"
"56005H112","56005","BOIS","BEAUMONT"
"56005H183","56005","TOUVIVET","BEAUMONT"
"56005H191","56005","BOIS DE STREE","BEAUMONT"
"56011A00-","56011","BINCHE-HOTEL DE VILLE (PLACE)","BINCHE"
"56011A01-","56011","PALAIS DE JUSTICE","BINCHE"
"56011A02-","56011","POSTE","BINCHE"
"56011A04-","56011","SAINT-JACQUES - POSTY (FBGS)","BINCHE"
"56011A05-","56011","CENTENAIRE","BINCHE"
"56011A090","56011","BATTIGNIES","BINCHE"
"56011A10-","56011","SAINT-PAUL (FBG)","BINCHE"
"56011A110","56011","LES PASTURES","BINCHE"
"56011A132","56011","GENDARMERIE","BINCHE"
"56011A181","56011","SAMME - VOIE FERREE","BINCHE"
"56011A19-","56011","BAS L'ENFER","BINCHE"
"56011A20-","56011","CHAMP DU MOULIN","BINCHE"
"56011B00-","56011","RESSAIX-CENTRE","BINCHE"
"56011B010","56011","CITE LUSTRE","BINCHE"
"56011B02-","56011","TRIEUX","BINCHE"
"56011B080","56011","PONT SALMON","BINCHE"
"56011B09-","56011","RUE DE NAMUR","BINCHE"
"56011B10-","56011","CITES ELISABETH ET VANDERVELDE","BINCHE"
"56011B122","56011","SAINTE BARBE","BINCHE"
"56011B191","56011","QUARTIER SAINT-ALBERT","BINCHE"
"56011C00-","56011","LEVAL-CENTRE","BINCHE"
"56011C01-","56011","CROIX-ROUGE","BINCHE"
"56011C02-","56011","TRIEUX DE LEVAL","BINCHE"
"56011C08-","56011","BOIS D'HAMAL","BINCHE"
"56011C09-","56011","LEVAL - HABITATIONS DISPERSEES","BINCHE"
"56011C101","56011","TRAHEGNIES","BINCHE"
"56011C11-","56011","LUTIA - LA CASE","BINCHE"
"56011C120","56011","SARTI","BINCHE"
"56011C132","56011","FERME DU CANTONNIER","BINCHE"
"56011C142","56011","BOIS DU ROI","BINCHE"
"56011C181","56011","BOIS DES VIEILLES","BINCHE"
"56011C19-","56011","LES JARDINEAUX","BINCHE"
"56011D00-","56011","EPINOIS-CENTRE","BINCHE"
"56011D01-","56011","COIN DU BOIS","BINCHE"
"56011D022","56011","COIN AUVERDIN","BINCHE"
"56011D091","56011","EPINOIS-HABITATIONS DISPERSEES","BINCHE"
"56011D19-","56011","TONNIN (BOIS)","BINCHE"
"56011E00-","56011","BUVRINNES-CENTRE","BINCHE"
"56011E01-","56011","LES TRIEUX","BINCHE"
"56011E080","56011","LUSTRE - FANTIGNIES","BINCHE"
"56011E091","56011","LE CHENOIS","BINCHE"
"56011E111","56011","MAHYFAUX","BINCHE"
"56011E122","56011","BOITE A CAILLOUX","BINCHE"
"56011E292","56011","BOIS LE COMTE","BINCHE"
"56011F000","56011","WAUDREZ-CENTRE","BINCHE"
"56011F01-","56011","COUR MORNEAU","BINCHE"
"56011F080","56011","PRINCE D'ORANGE","BINCHE"
"56011F09-","56011","BRUILLE","BINCHE"
"56011F100","56011","BOURLEAU","BINCHE"
"56011F112","56011","GUINGUETTE","BINCHE"
"56011F191","56011","MENUBOIS","BINCHE"
"56011G00-","56011","BRAY - VILLAGE","BINCHE"
"56011G011","56011","CITE DU MOUSTIER","BINCHE"
"56011G022","56011","CITE DE BRAY","BINCHE"
"56011G072","56011","PARC INDUSTRIEL","BINCHE"
"56011G081","56011","CHAMP DES WAMES","BINCHE"
"56011G09-","56011","FONDS DE BRAY","BINCHE"
"56011G10-","56011","LEVANT DE MONS-CENTRE","BINCHE"
"56011G19-","56011","LEVANT DE MONS-HAB. DISP.","BINCHE"
"56011H000","56011","PERONNES-LEZ-BINCHE-CENTRE","BINCHE"
"56011H01-","56011","PONT SAINT-VAAST - CITE STE-MARGUERITE","BINCHE"
"56011H080","56011","CHAMPS DES CARRIERS - FONTENI","BINCHE"
"56011H090","56011","CHAMP DU COCHER","BINCHE"
"56011H10-","56011","FOSSE SAINT-ALBERT","BINCHE"
"56011H11-","56011","FOSSE SAINTE-MARIE","BINCHE"
"56011H172","56011","PARC INDUSTRIEL","BINCHE"
"56011H191","56011","ROUTE DE NIVELLES - SUD","BINCHE"
"56016A00-","56016","CHIMAY-CENTRE","CHIMAY"
"56016A01-","56016","RUE DE VIRELLES","CHIMAY"
"56016A02-","56016","CHAUSSEE DE COUVIN - FAUBOURG","CHIMAY"
"56016A022","56016","CHAUSSEE DE COUVIN","CHIMAY"
"56016A030","56016","LA BOUCHERE","CHIMAY"
"56016A063","56016","CAMPING - LE CHIMAY","CHIMAY"
"56016A081","56016","PLEUMONT","CHIMAY"
"56016A09-","56016","BEAUCHAMP","CHIMAY"
"56016A184","56016","TERNE DES VACHES","CHIMAY"
"56016A19-","56016","LA CHAMPAGNE","CHIMAY"
"56016A282","56016","LA FAGNE","CHIMAY"
"56016A291","56016","LA BOULOYE","CHIMAY"
"56016B00-","56016","VIRELLES-CENTRE","CHIMAY"
"56016B09-","56016","LONGS PREAUX - FERRIERES","CHIMAY"
"56016B11-","56016","FAUBOURG DE CHIMAY","CHIMAY"
"56016B122","56016","FAUBOURG DE CHIMAY","CHIMAY"
"56016B191","56016","LES FONDERIES - CHAMP BATARD","CHIMAY"
"56016B29-","56016","BOIS DE VIRELLES - PLAMONT","CHIMAY"
"56016C00-","56016","VAULX-CENTRE - SAINT-PIERRE","CHIMAY"
"56016C09-","56016","NEUF-MAISONS","CHIMAY"
"56016C19-","56016","LES QUARTIERS","CHIMAY"
"56016D00-","56016","LOMPRET-CENTRE","CHIMAY"
"56016D08-","56016","BOIS LE SIRE - BOIS DE LOMPRET","CHIMAY"
"56016D09-","56016","LE POTEAU - FOSSE RICHOUX","CHIMAY"
"56016E00-","56016","BAILEUX - CENTREE","CHIMAY"
"56016E013","56016","TRIEU BOUTON-GATE-LA GRESSIERE","CHIMAY"
"56016E074","56016","PARC INDUSTRIEL","CHIMAY"
"56016E082","56016","BOIS DE BAILEUX","CHIMAY"
"56016E091","56016","BAILEUX-HABITATIONS DISPERSEES","CHIMAY"
"56016E10-","56016","BOUTONVILLE-CENTRE","CHIMAY"
"56016E190","56016","BOUTONVILLE-HABITATIONS DISP.","CHIMAY"
"56016E29-","56016","FORGE JEAN PETIT","CHIMAY"
"56016F00-","56016","L'ESCAILLERE-CENTRE","CHIMAY"
"56016F09-","56016","LISBONNE","CHIMAY"
"56016F19-","56016","HAUTS MARAIS","CHIMAY"
"56016G00-","56016","RIEZES-CENTRE","CHIMAY"
"56016G08-","56016","LES CRAVATTES","CHIMAY"
"56016G091","56016","BOIS DES RIEZES","CHIMAY"
"56016G192","56016","HAUTE NIMELETTE","CHIMAY"
"56016H00-","56016","BOURLERS-CENTRE","CHIMAY"
"56016H010","56016","TRIEU DU BOSSU","CHIMAY"
"56016H082","56016","BOIS DE BOURLERS","CHIMAY"
"56016H091","56016","BOURLERS - HABITATIONS DISP.","CHIMAY"
"56016H162","56016","LA FLAMAMDE","CHIMAY"
"56016H191","56016","BOIS DE LA THIERACHE","CHIMAY"
"56016J009","56016","FORGES-CENTRE","CHIMAY"
"56016J010","56016","BAS DU VILLAGE - POTERIE","CHIMAY"
"56016J03-","56016","BAUDOUAINE","CHIMAY"
"56016J082","56016","BOIS DES FORGES","CHIMAY"
"56016J091","56016","FORGES-HABITATIONS DISPERSEES","CHIMAY"
"56016J162","56016","CAMARGUE - LONGUE TAILLE","CHIMAY"
"56016J191","56016","SCOURMONT","CHIMAY"
"56016K00-","56016","SAINT-REMY-CENTRE","CHIMAY"
"56016K012","56016","LE FEUILLET","CHIMAY"
"56016K091","56016","ST-REMY-HAB. DISP.-LES CHAMPS","CHIMAY"
"56016K190","56016","HAIES DE SAINT-REMY","CHIMAY"
"56016L00-","56016","VILLERS-LA-TOUR-CENTRE","CHIMAY"
"56016L012","56016","JEU DE BALLE","CHIMAY"
"56016L081","56016","GRAND SARTS","CHIMAY"
"56022C08-","56022","LA HANTES-EST","ERQUELINNES"
"56022C09-","56022","WIHERIES - LA HANTES-OUEST","ERQUELINNES"
"56022D000","56022","MONTIGNIES-SAINT-CHRISTOPHE - CENTRE","ERQUELINNES"
"56022D090","56022","MONTIGNIES-HABITATIONS DISP.","ERQUELINNES"
"56022E000","56022","BERSILLIES-L'ABBAYE-CENTRE","ERQUELINNES"
"56022E062","56022","BOIS DE LA HALLE","ERQUELINNES"
"56022E091","56022","BERSILLIES - HABITATIONS DISP.","ERQUELINNES"
"56022F001","56022","GRAND-RENG-CENTRE","ERQUELINNES"
"56022F012","56022","COUTURE","ERQUELINNES"
"56022F021","56022","PORTE DE FRANCE","ERQUELINNES"
"56022F022","56022","PORTE DE FRANCE","ERQUELINNES"
"56022F082","56022","VENT DE BISE - BUISSON MARPENT","ERQUELINNES"
"56022F091","56022","BOUTIGNIES - POINT DU JOUR","ERQUELINNES"
"56029A001","56029","FROIDCHAPELLE-CENTRE","FROIDCHAPELLE"
"56029A012","56029","PIERRAILLE","FROIDCHAPELLE"
"56029A081","56029","MARTINSART","FROIDCHAPELLE"
"56029A090","56029","CHAMPS DE BANCE - HERNOY BOIS","FROIDCHAPELLE"
"56029A10-","56029","FOURBECHIES-CENTRE","FROIDCHAPELLE"
"56029A102","56029","FOURBECHIES - SAINTE-RITA","FROIDCHAPELLE"
"56029A182","56029","TROUPEAU - MILOMBOIS-LEGNERIE","FROIDCHAPELLE"
"56029A191","56029","FOURBECHIES-HABITATIONS DISP.","FROIDCHAPELLE"
"56029A1AJ","56029","BOSQUET - CHENIA","FROIDCHAPELLE"
"56029A29-","56029","QUEUE DE BANCE - HURTAUT","FROIDCHAPELLE"
"56029A39-","56029","WALESTRU - FERRIERE","FROIDCHAPELLE"
"56029A490","56029","CIERNEAU","FROIDCHAPELLE"
"56029B000","56029","VERGNIES-CENTRE","FROIDCHAPELLE"
"56029B090","56029","VERGNIES-HABITATIONS DISP.","FROIDCHAPELLE"
"56029B163","56029","CUL DE CHEVAL","FROIDCHAPELLE"
"56029B182","56029","BOIS DU TOUR","FROIDCHAPELLE"
"56029B191","56029","MANENSART","FROIDCHAPELLE"
"56029B283","56029","BOMA","FROIDCHAPELLE"
"56029B292","56029","FOUR A VERRE","FROIDCHAPELLE"
"56029C00-","56029","ERPION-CENTRE","FROIDCHAPELLE"
"56029C082","56029","BOIS DE ROC","FROIDCHAPELLE"
"56029C091","56029","ERPION-HABITATIONS DISPERSEES","FROIDCHAPELLE"
"56029D000","56029","BOUSSU-LEZ-WALCOURT-CENTRE","FROIDCHAPELLE"
"56029D090","56029","BOUSSU-LEZ-WALCOURT-HAB. DISP.","FROIDCHAPELLE"
"56029D182","56029","LA ROCHETTE - BOIS GRAND OUPIA","FROIDCHAPELLE"
"56029D191","56029","BADON","FROIDCHAPELLE"
"56044A00-","56044","LOBBES-CENTRE","LOBBES"
"56044A011","56044","CALVAIRE-SUD","LOBBES"
"56044A020","56044","CENTRE - SAMBRE SUD","LOBBES"
"56044A032","56044","CALVAIRE-NORD","LOBBES"
"56044A09-","56044","STATION - CHAMP DE L'ABBAYE","LOBBES"
"56044A0PP","56044","SAMBRE-SUD-HABITATIONS DISP.","LOBBES"
"56044A100","56044","LES BONNIERS-CENTRE","LOBBES"
"56044A190","56044","LES BONNIERS-HABITATIONS DISP.","LOBBES"
"56044B00-","56044","LA CHAPELLE","LOBBES"
"56044B01-","56044","RUBIGNIES","LOBBES"
"56044B02-","56044","CHEVESNE","LOBBES"
"56044B0PP","56044","PRE DU SART","LOBBES"
"56044C00-","56044","BIENNE-LEZ-HAPPART-CENTRE","LOBBES"
"56044C099","56044","VERTE RUE-HABITATIONS DISP.","LOBBES"
"56044D000","56044","MONT-SAINTE-GENEVIEVE-CENTRE","LOBBES"
"56044D090","56044","BOIS (MONT-STE-GENEVIEVE)","LOBBES"
"56044D110","56044","BONNIERS","LOBBES"
"56044D190","56044","ROUTE DE THUIN - BOIS FONTAINE","LOBBES"
"56049A001","56049","MERBES-LE-CHATEAU-CENTRE","MERBES-LE-CHATEAU"
"56049A010","56049","ROSIERES - BOUVERIES","MERBES-LE-CHATEAU"
"56049A022","56049","SAINT-MARTIN - ASSINTHES","MERBES-LE-CHATEAU"
"56049A080","56049","CAMPAGNE DE MERBOELLE","MERBES-LE-CHATEAU"
"56049A090","56049","RUISSEAU DE MANAGE OUEST","MERBES-LE-CHATEAU"
